token,lemma,pronoun_type
Colemani-taoline,Colemani-taoline,"('dem',)"
Commander-ise,Commander-ise,"('pos', 'det', 'refl')"
Continen-tal,Continen-tema,"('pers ps3',)"
Creationi-taolist,Creationi-taoline,"('dem',)"
Crouchi-taolist,Crouchi-taoline,"('dem',)"
D2-te,D2-sina,"('pers ps2',)"
DELFI-s-see,Delfi-s-see,"('dem',)"
Daami-taolise,daami-taoline,"('dem',)"
Dae-su,Dae-sina,"('pers ps2',)"
Daewoo-taolise,Daewoo-taoline,"('dem',)"
Damereni-taolist,Damereni-taoline,"('dem',)"
Dannevir-kes,Dannevir-kes,"('inter rel',)"
DeMille,Demis,"('inter rel',)"
Deixa-me,Deixa-mina,"('pers ps1',)"
Delfi-see,Delfi-see,"('dem',)"
Delfi-taoline,Delfi-taoline,"('dem',)"
Dementjevi-Surikovi-taoliste,Dementjevi-Surikovi-taoline,"('dem',)"
Detailsi-taoliseks,Detailsi-taoline,"('dem',)"
DiCaprio-taolised,DiCaprio-taoline,"('dem',)"
DigiDogi-taoliste,digidogi-taoline,"('dem',)"
Distrubuted-taolised,Distrubuted-taoline,"('dem',)"
Diveci-taolised,Diveci-taoline,"('dem',)"
Donneri-taoline,Donneri-taoline,"('dem',)"
Donneri-taolisi,Donneri-taoline,"('dem',)"
Draco-taoline,Draco-taoline,"('dem',)"
Dublini-taoliseks,Dublini-taoline,"('dem',)"
DviTal,Dvitema,"('pers ps3',)"
Dyrrelmatti-taoliselt,Dyrrelmatti-taoline,"('dem',)"
E-mu,E-mina,"('pers ps1',)"
E2-te,E2-sina,"('pers ps2',)"
EE-sellel,ee-see,"('dem',)"
EGeeni-taoliste,EGeeni-taoline,"('dem',)"
EIKELLEGI,eikeegi,"('indef',)"
EIKELLELEGI,eikeegi,"('indef',)"
EL-IGA,EL-iga,"('det',)"
ELi-taoline,ELi-taoline,"('dem',)"
END,ise,"('pos', 'det', 'refl')"
ENDA,ise,"('pos', 'det', 'refl')"
ENDAGA,ise,"('pos', 'det', 'refl')"
ENDAKS,ise,"('pos', 'det', 'refl')"
ENDAL,ise,"('pos', 'det', 'refl')"
ENDALE,ise,"('pos', 'det', 'refl')"
ENDALEGI,ise,"('pos', 'det', 'refl')"
ENDALGI,ise,"('pos', 'det', 'refl')"
ENDAS,ise,"('pos', 'det', 'refl')"
ENDASSE,ise,"('pos', 'det', 'refl')"
ENDAST,ise,"('pos', 'det', 'refl')"
ENDI,ise,"('pos', 'det', 'refl')"
ENESE,ise,"('pos', 'det', 'refl')"
ENESELE,ise,"('pos', 'det', 'refl')"
ENESESSE,ise,"('pos', 'det', 'refl')"
ENESEST,ise,"('pos', 'det', 'refl')"
ENESTE,ise,"('pos', 'det', 'refl')"
ENESTES,ise,"('pos', 'det', 'refl')"
ENIVEI-see,ENIVEI-see,"('dem',)"
ENNAST,ise,"('pos', 'det', 'refl')"
ENdale,ise,"('pos', 'det', 'refl')"
ESIMENE,esimene,"('dem',)"
ESIMESE,esimene,"('dem',)"
ESIMESED,esimene,"('dem',)"
ESIMESEGA,esimene,"('dem',)"
ESIMESEKS,esimene,"('dem',)"
ESIMESEL,esimene,"('dem',)"
ESIMESELE,esimene,"('dem',)"
ESIMESENA,esimene,"('dem',)"
ESIMESES,esimene,"('dem',)"
ESIMESEST,esimene,"('dem',)"
ESIMESI,esimene,"('dem',)"
ESIMESSE,esimene,"('dem',)"
ESIMEST,esimene,"('dem',)"
ESIMESTE,esimene,"('dem',)"
ESIMESTEST,esimene,"('dem',)"
ESIMESse,esimene,"('dem',)"
Eaker.ma,Eaker.mina,"('pers ps1',)"
Ebola-taolise,ebola-taoline,"('dem',)"
Eda-si-sel,Eda-si-see,"('dem',)"
Ee-ma,ee-mina,"('pers ps1',)"
Eel-kõige,eel-kõik,"('det',)"
Eel-mi-sel,Eel-mi-see,"('dem',)"
Eenmaa-taolised,Eenmaa-taoline,"('dem',)"
Ees-ti-su-gu-ses,Ees-ti-su-gu-see,"('dem',)"
Eesti-Soo-me,Eesti-soo-mina,"('pers ps1',)"
Eesti-ma,Eesti-mina,"('pers ps1',)"
Eesti-omast,Eesti-oma,"('pos', 'det', 'refl')"
Eesti-taoline,Eesti-taoline,"('dem',)"
Eesti-taolise,Eesti-taoline,"('dem',)"
Eesti-taolised,Eesti-taoline,"('dem',)"
Eesti-taoliseks,Eesti-taoline,"('dem',)"
Eesti-taolisel,Eesti-taoline,"('dem',)"
Eesti-taolisele,Eesti-taoline,"('dem',)"
Eesti-taoliselt,Eesti-taoline,"('dem',)"
Eesti-taolises,Eesti-taoline,"('dem',)"
Eesti-taolisesse,Eesti-taoline,"('dem',)"
Eesti-taolist,Eesti-taoline,"('dem',)"
Eesti-taoliste,Eesti-taoline,"('dem',)"
Eesti-taolistel,Eesti-taoline,"('dem',)"
Eesti-taolistele,Eesti-taoline,"('dem',)"
Eesti-taolistes,Eesti-taoline,"('dem',)"
Eesti-taolistest,Eesti-taoline,"('dem',)"
Eestlane-kes,eestlane-kes,"('inter rel',)"
Egiptuse-ma,Egiptuse-mina,"('pers ps1',)"
Ehitajateks-oma,ehitajateks-oma,"('pos', 'det', 'refl')"
Ehitusfir-ma,Ehitusfir-mina,"('pers ps1',)"
Ehitustööriis-tast,ehitustööriis-tema,"('pers ps3',)"
Ehk-meid,ehk-mina,"('pers ps1',)"
Ei-see-ega-teine,ei-see-ega-teine,"('dem',)"
Ei-tea-kelle,ei-tea-kes,"('inter rel',)"
Eikedagi,eikeegi,"('indef',)"
Eikeegi,eikeegi,"('indef',)"
Eikellegagi,eikeegi,"('indef',)"
Eikellegi,eikeegi,"('indef',)"
Eikellelegi,eikeegi,"('indef',)"
Eil-sest,Eil-see,"('dem',)"
Eimidagi,eimiski,"('indef',)"
Eimillegi,eimiski,"('indef',)"
Eimillestki,eimiski,"('indef',)"
Eimiski,eimiski,"('indef',)"
Ekke-keegi,Ekke-keegi,"('indef',)"
Eks-te,eks-sina,"('pers ps2',)"
Elcoteqi-taolisi,Elcoteqi-taoline,"('dem',)"
Elcoteqi-taolistel,Elcoteqi-taoline,"('dem',)"
Elektrijaam-Energiamüük-Soojusvõrk-ME,elektrijaam-energiamüük-soojusvõrk-mina,"('pers ps1',)"
Elva-taolisse,Elva-taoline,"('dem',)"
Emb-Kumb,emb-kumb,"('det',)"
Emb-kumb,emb-kumb,"('det',)"
Emba-kumba,emb-kumb,"('det',)"
Emma-kumma,emb-kumb,"('det',)"
Emmal-kummal,emb-kumb,"('det',)"
End,ise,"('pos', 'det', 'refl')"
Enda,ise,"('pos', 'det', 'refl')"
EndaL,ise,"('pos', 'det', 'refl')"
Endaga,ise,"('pos', 'det', 'refl')"
Endagi,ise,"('pos', 'det', 'refl')"
Endaks,ise,"('pos', 'det', 'refl')"
Endal,ise,"('pos', 'det', 'refl')"
Endale,ise,"('pos', 'det', 'refl')"
Endalegi,ise,"('pos', 'det', 'refl')"
Endalgi,ise,"('pos', 'det', 'refl')"
Endalt,ise,"('pos', 'det', 'refl')"
Endas,ise,"('pos', 'det', 'refl')"
Endasse,ise,"('pos', 'det', 'refl')"
Endast,ise,"('pos', 'det', 'refl')"
Endastki,ise,"('pos', 'det', 'refl')"
Endi,ise,"('pos', 'det', 'refl')"
Endid,ise,"('pos', 'det', 'refl')"
Endiga,ise,"('pos', 'det', 'refl')"
Endiks,ise,"('pos', 'det', 'refl')"
Endil,ise,"('pos', 'det', 'refl')"
Endile,ise,"('pos', 'det', 'refl')"
Endilegi,ise,"('pos', 'det', 'refl')"
Endilt,ise,"('pos', 'det', 'refl')"
Endina,ise,"('pos', 'det', 'refl')"
Endis,ise,"('pos', 'det', 'refl')"
Endis-,ise,"('pos', 'det', 'refl')"
Endisse,ise,"('pos', 'det', 'refl')"
Endist,ise,"('pos', 'det', 'refl')"
Enese,ise,"('pos', 'det', 'refl')"
Enese-,ise,"('pos', 'det', 'refl')"
Enesega,ise,"('pos', 'det', 'refl')"
Enesegi,ise,"('pos', 'det', 'refl')"
Eneseks,ise,"('pos', 'det', 'refl')"
Enesel,ise,"('pos', 'det', 'refl')"
Enesele,ise,"('pos', 'det', 'refl')"
Eneselegi,ise,"('pos', 'det', 'refl')"
Eneselgi,ise,"('pos', 'det', 'refl')"
Eneselt,ise,"('pos', 'det', 'refl')"
Eneses,ise,"('pos', 'det', 'refl')"
Enesesse,ise,"('pos', 'det', 'refl')"
Enesest,ise,"('pos', 'det', 'refl')"
Enesestki,ise,"('pos', 'det', 'refl')"
Eneste,ise,"('pos', 'det', 'refl')"
Englo-taoliste,Englo-taoline,"('dem',)"
Enimexi-taolisel,Enimexi-taoline,"('dem',)"
Ennast,ise,"('pos', 'det', 'refl')"
Ennastki,ise,"('pos', 'det', 'refl')"
Enne-kõike,Enne-kõik,"('det',)"
Ennnast,ise,"('pos', 'det', 'refl')"
Enquisti-taolised,Enquisti-taoline,"('dem',)"
ErTal,Ertema,"('pers ps3',)"
Eras-mus,eras-mina,"('pers ps1',)"
Ericu-taolise,Ericu-taoline,"('dem',)"
Eridano-seks,Eridano-see,"('dem',)"
Eripruul-selle,eripruul-see,"('dem',)"
Esi-me-sel,esi-me-see,"('dem',)"
Esime-sel,Esime-see,"('dem',)"
Esimene,esimene,"('dem',)"
Esimene-teine,esimene-teine,"('dem',)"
Esimenegi,esimene,"('dem',)"
Esimese,esimene,"('dem',)"
Esimese-teise,esimese-teine,"('dem',)"
Esimesed,esimene,"('dem',)"
Esimesega,esimene,"('dem',)"
Esimesegi,esimene,"('dem',)"
Esimeseks,esimene,"('dem',)"
Esimesel,esimene,"('dem',)"
Esimesel-teisel,esimesel-teine,"('dem',)"
Esimesele,esimene,"('dem',)"
Esimeselt,esimene,"('dem',)"
Esimesena,esimene,"('dem',)"
Esimeses,esimene,"('dem',)"
Esimeses-teises,esimeses-teine,"('dem',)"
Esimesesse,esimene,"('dem',)"
Esimesest,esimene,"('dem',)"
Esimesi,esimene,"('dem',)"
Esimesi-,esimene,"('dem',)"
Esimesil,esimene,"('dem',)"
Esimesse,esimene,"('dem',)"
Esimesse-teise,esimesse-teine,"('dem',)"
Esimest,esimene,"('dem',)"
Esimest-teist,esimest-sina,"('pers ps2',)"
Esimest-teist,esimest-teine,"('dem',)"
Esimeste,esimene,"('dem',)"
Esimestega,esimene,"('dem',)"
Esimesteks,esimene,"('dem',)"
Esimestel,esimene,"('dem',)"
Esimestele,esimene,"('dem',)"
Esimestelt,esimene,"('dem',)"
Esimestena,esimene,"('dem',)"
Esimestes,esimene,"('dem',)"
Esimestesse,esimene,"('dem',)"
Esimestest,esimene,"('dem',)"
Esiteks-me,esiteks-mina,"('pers ps1',)"
Estili-taoliste,Estili-taoline,"('dem',)"
Estonia-nende,Estonia-see,"('dem',)"
Estonia-nende,Estonia-tema,"('pers ps3',)"
Estonia-taolise,Estonia-taoline,"('dem',)"
Estonia-taolisi,Estonia-taoline,"('dem',)"
Et-te-val-mis-ta-mi-sel,Et-te-val-mis-ta-mi-see,"('dem',)"
Ettevõt-teid,Ettevõt-sina,"('pers ps2',)"
Eu-roo-pas-see,Eu-roo-pas-see,"('dem',)"
Euroopa-teile,Euroopa-sina,"('pers ps2',)"
Eurospordi-taolise,eurospordi-taoline,"('dem',)"
Eurovisioni-taolisi,Eurovisioni-taoline,"('dem',)"
Extra-taolisi,Extra-taoline,"('dem',)"
Extre-me,Extre-mina,"('pers ps1',)"
F-16-te,F-16-sina,"('pers ps2',)"
F-üks,F-üks,"('dem', 'indef')"
F1-te,F1-sina,"('pers ps2',)"
Ferrari.mõnedel,Ferrari.mõni,"('indef',)"
Fir-ma,Fir-mina,"('pers ps1',)"
Firenight-taoliste,Firenight-taoline,"('dem',)"
First-e-taolised,First-e-taoline,"('dem',)"
FlashbakVoicezInMyMind,FlashbakVoicezInMymina,"('pers ps1',)"
Flora-taolisel,Flora-taoline,"('dem',)"
Flotteni-taolised,Flotteni-taoline,"('dem',)"
Franketti-taoliste,Franketti-taoline,"('dem',)"
Fukuja-a-ma,Fukuja-a-mina,"('pers ps1',)"
Füüsi-li-sest,Füüsi-li-see,"('dem',)"
G-ma,G-mina,"('pers ps1',)"
G2-te,G2-sina,"('pers ps2',)"
G5-te,G5-sina,"('pers ps2',)"
G7-see,G7-see,"('dem',)"
GIBB-IGA,GIBB-iga,"('det',)"
GT5-te,GT5-sina,"('pers ps2',)"
GTA1-te,GTA1-sina,"('pers ps2',)"
Gatesi-taolised,Gatesi-taoline,"('dem',)"
Gaudea-must,Gaudea-mina,"('pers ps1',)"
Geenivaramu-taolist,geenivaramu-taoline,"('dem',)"
Gekko-taoliste,Gekko-taoline,"('dem',)"
Georgica-taolistele,Georgica-taoline,"('dem',)"
Gi-selle,Gi-see,"('dem',)"
Gi-su,Gi-sina,"('pers ps2',)"
Gibsoni-taolise,Gibsoni-taoline,"('dem',)"
Gliveci-taoliste,Gliveci-taoline,"('dem',)"
Goldeneye-taolist,Goldeneye-taoline,"('dem',)"
Gorbatšovi-taolised,Gorbatšovi-taoline,"('dem',)"
Gorbatšovi-taoliste,Gorbatšovi-taoline,"('dem',)"
Gru-tas,Gru-tema,"('pers ps3',)"
Gruusia-taolisi,Gruusia-taoline,"('dem',)"
Gruusia-taolist,Gruusia-taoline,"('dem',)"
Guy-taolised,Guy-taoline,"('dem',)"
Götzi-ses,Götzi-see,"('dem',)"
H2-te,H2-sina,"('pers ps2',)"
HEL-TAL,HEL-tema,"('pers ps3',)"
HI-END,HI-ise,"('pos', 'det', 'refl')"
HL2-te,HL2-sina,"('pers ps2',)"
Habibie-taoline,Habibie-taoline,"('dem',)"
Hai-ge-kas-sa,Hai-ge-kas-sina,"('pers ps2',)"
Haideri-taolisi,Haideri-taoline,"('dem',)"
Hailey-taolise,Hailey-taoline,"('dem',)"
Haiti-taolises,Haiti-taoline,"('dem',)"
Hakatu-seks,hakatu-see,"('dem',)"
Hamazi-taolised,Hamazi-taoline,"('dem',)"
Hamidi-taoliste,Hamidi-taoline,"('dem',)"
Hansapanga-Hoiupanga-taolisest,hansapanga-hoiupanga-taoline,"('dem',)"
Heinamaa-taolised,heinamaa-taoline,"('dem',)"
HelMus,Helmina,"('pers ps1',)"
Helsingi-taolise,Helsingi-taoline,"('dem',)"
Hemohesi-taolised,Hemohesi-taoline,"('dem',)"
Het-kel,Het-kes,"('inter rel',)"
Heureka-taolise,Heureka-taoline,"('dem',)"
Hi-end,Hi-ise,"('pos', 'det', 'refl')"
High-end,High-ise,"('pos', 'det', 'refl')"
Hiina-taolisele,Hiina-taoline,"('dem',)"
Hiina-taoliste,Hiina-taoline,"('dem',)"
HiiumaaMina,Hiiumaamina,"('pers ps1',)"
Hillary-taolist,Hillary-taoline,"('dem',)"
Hin-nad,Hin-tema,"('pers ps3',)"
Hindi-taoline,hindi-taoline,"('dem',)"
Hingetõm-me,Hingetõm-mina,"('pers ps1',)"
Hir-mu,Hir-mina,"('pers ps1',)"
Hirvepargi-taolisi,hirvepargi-taoline,"('dem',)"
Hispaania-taolise,Hispaania-taoline,"('dem',)"
Hm.mul,Hm.mina,"('pers ps1',)"
Hodorkovski-taolistele,Hodorkovski-taoline,"('dem',)"
Hollandi-taolises,Hollandi-taoline,"('dem',)"
Hollywoodi-taoline,Hollywoodi-taoline,"('dem',)"
Hom-me,Hom-mina,"('pers ps1',)"
Hom-seks,Hom-see,"('dem',)"
Horvaatia-taolist,Horvaatia-taoline,"('dem',)"
Hospi-tal,Hospi-tema,"('pers ps3',)"
Howe-taolise,Howe-taoline,"('dem',)"
Hruštšovi-taolisi,Hruštšovi-taoline,"('dem',)"
Hyakutake-taolise,Hyakutake-taoline,"('dem',)"
HüvitIse,Hüvitise,"('pos', 'det', 'refl')"
Hüvitusfondi-taolises,hüvitusfondi-taoline,"('dem',)"
Hüüa-me,hüüa-mina,"('pers ps1',)"
I-iga,I-iga,"('det',)"
I-selt,I-see,"('dem',)"
I-te,I-sina,"('pers ps2',)"
IBMi-taoliste,IBMi-taoline,"('dem',)"
IE6-te,IE6-sina,"('pers ps2',)"
IGA,iga,"('det',)"
IGAKS,iga,"('det',)"
IGAL,iga,"('det',)"
IGALE,iga,"('det',)"
IGALT,iga,"('det',)"
IGAS,iga,"('det',)"
IGASSE,iga,"('det',)"
IGAST,iga,"('det',)"
IGASUGUNE,igasugune,"('indef',)"
IGASUGUNEGI,igasugune,"('indef',)"
IGASUGUSE,igasugune,"('indef',)"
IGASUGUSED,igasugune,"('indef',)"
IGASUGUSEID,igasugune,"('indef',)"
IGASUGUSEST,igasugune,"('indef',)"
IGASUGUSTE,igasugune,"('indef',)"
IGASUGUSTEST,igasugune,"('indef',)"
IGAT,iga,"('det',)"
IGAÜHE,igaüks,"('det',)"
IGAÜHEL,igaüks,"('det',)"
IGAÜHELE,igaüks,"('det',)"
IGAÜHT,igaüks,"('det',)"
IGAÜKS,igaüks,"('det',)"
II-te,II-sina,"('pers ps2',)"
INIMESENA.nad,INIMESENA.tema,"('pers ps3',)"
INIMESENA.selle,INIMESENA.see,"('dem',)"
IRQ-seda,IRQ-see,"('dem',)"
ISE,ise,"('pos', 'det', 'refl')"
ISE-enesest,ise-ise,"('pos', 'det', 'refl')"
ISEEND,iseenese,"('pos', 'refl')"
ISEENDA,iseenese,"('pos', 'refl')"
ISEENDAGA,iseenese,"('pos', 'refl')"
ISEENDAKS,iseenese,"('pos', 'refl')"
ISEENDALE,iseenese,"('pos', 'refl')"
ISEENDANA,iseenese,"('pos', 'refl')"
ISEENDASSE,iseenese,"('pos', 'refl')"
ISEENESE,iseenese,"('pos', 'refl')"
ISEENESES,iseenese,"('pos', 'refl')"
ISEENESEST,iseenese,"('pos', 'refl')"
ISEENESESTKI,iseenese,"('pos', 'refl')"
ISEENESTES,iseenese,"('pos', 'refl')"
ISEENNAST,iseenese,"('pos', 'refl')"
ISEennast,iseenese,"('pos', 'refl')"
IgA,iga,"('det',)"
IgAüKs,igaüks,"('det',)"
Iga,iga,"('det',)"
Iga-,iga,"('det',)"
Iga-ühe,iga-üks,"('dem', 'indef')"
Iga-ühega,iga-üks,"('dem', 'indef')"
Iga-ühel,iga-üks,"('dem', 'indef')"
Iga-ühele,iga-üks,"('dem', 'indef')"
Iga-üks,iga-üks,"('dem', 'indef')"
Igagi,iga,"('det',)"
Igaks,iga,"('det',)"
Igal,iga,"('det',)"
Igal-,iga,"('det',)"
Igale,iga,"('det',)"
Igalt,iga,"('det',)"
Igas,iga,"('det',)"
Igasse,iga,"('det',)"
Igast,iga,"('det',)"
Igasugune,igasugune,"('indef',)"
Igasugunegi,igasugune,"('indef',)"
Igasuguse,igasugune,"('indef',)"
Igasugused,igasugune,"('indef',)"
Igasuguseid,igasugune,"('indef',)"
Igasuguseil,igasugune,"('indef',)"
Igasuguseks,igasugune,"('indef',)"
Igasugusel,igasugune,"('indef',)"
Igasugusele,igasugune,"('indef',)"
Igasuguselt,igasugune,"('indef',)"
Igasugusena,igasugune,"('indef',)"
Igasuguses,igasugune,"('indef',)"
Igasugusesse,igasugune,"('indef',)"
Igasugusest,igasugune,"('indef',)"
Igasugust,igasugune,"('indef',)"
Igasuguste,igasugune,"('indef',)"
Igasugusteks,igasugune,"('indef',)"
Igasugustel,igasugune,"('indef',)"
Igasugustele,igasugune,"('indef',)"
Igasugustelt,igasugune,"('indef',)"
Igasugustes,igasugune,"('indef',)"
Igasugustesse,igasugune,"('indef',)"
Igasugustest,igasugune,"('indef',)"
Igat,iga,"('det',)"
Igaühe,igaüks,"('det',)"
Igaühega,igaüks,"('det',)"
Igaühel,igaüks,"('det',)"
Igaühele,igaüks,"('det',)"
Igaühelt,igaüks,"('det',)"
Igaüheni,igaüks,"('det',)"
Igaühes,igaüks,"('det',)"
Igaühesse,igaüks,"('det',)"
Igaühest,igaüks,"('det',)"
Igaüht,igaüks,"('det',)"
Igaühte,igaüks,"('det',)"
Igaüks,igaüks,"('det',)"
Igla-taolise,Igla-taoline,"('dem',)"
Il-le-gaal-selt,Il-le-gaal-see,"('dem',)"
Il-ma,Il-mina,"('pers ps1',)"
Ilm-selt,ilm-see,"('dem',)"
Ilvese-taolist,ilvese-taoline,"('dem',)"
In-kon-ti-nent-sus,In-kon-ti-nent-sina,"('pers ps2',)"
In-ter-nat-sio-naal-su-sel,In-ter-nat-sio-naal-su-see,"('dem',)"
In-ves-tee-ri-mi-seks,In-ves-tee-ri-mi-see,"('dem',)"
InMind,Inmina,"('pers ps1',)"
India-taolise,India-taoline,"('dem',)"
India-taoliste,India-taoline,"('dem',)"
Indiana-taolist,Indiana-taoline,"('dem',)"
Indoneesia-taolised,Indoneesia-taoline,"('dem',)"
Indreku-taolist,Indreku-taoline,"('dem',)"
Inglismaa-taolistele,Inglismaa-taoline,"('dem',)"
Ini-me-sel,Ini-me-see,"('dem',)"
Inteli-taoline,Inteli-taoline,"('dem',)"
Interi-taolise,Interi-taoline,"('dem',)"
Interneti-taolist,Interneti-taoline,"('dem',)"
Intsi-kur-mu,Intsi-kur-mina,"('pers ps1',)"
Intsikur-mu,Intsikur-mina,"('pers ps1',)"
Iraagi-taoline,Iraagi-taoline,"('dem',)"
Iraagi-taolisele,Iraagi-taoline,"('dem',)"
Iraagi-taolisi,Iraagi-taoline,"('dem',)"
Iraagi-taolistest,Iraagi-taoline,"('dem',)"
Iraani-taoliste,Iraani-taoline,"('dem',)"
Iraani-taolistele,Iraani-taoline,"('dem',)"
Irene-mingisugune,Irene-mingisugune,"('indef',)"
Ise,ise,"('pos', 'det', 'refl')"
Ise-,ise,"('pos', 'det', 'refl')"
Ise-enda,ise-ise,"('pos', 'det', 'refl')"
Ise-endaga,ise-ise,"('pos', 'det', 'refl')"
Ise-enesest,ise-ise,"('pos', 'det', 'refl')"
Ise-ennast,ise-ise,"('pos', 'det', 'refl')"
Ise-ise,ise-ise,"('pos', 'det', 'refl')"
Isee-ne-sest,Isee-ne-see,"('dem',)"
Iseeenesest,iseenese,"('pos', 'refl')"
Iseend,iseenese,"('pos', 'refl')"
Iseenda,iseenese,"('pos', 'refl')"
Iseendaga,iseenese,"('pos', 'refl')"
Iseendagi,iseenese,"('pos', 'refl')"
Iseendaks,iseenese,"('pos', 'refl')"
Iseendal,iseenese,"('pos', 'refl')"
Iseendale,iseenese,"('pos', 'refl')"
Iseendalegi,iseenese,"('pos', 'refl')"
Iseendalt,iseenese,"('pos', 'refl')"
Iseendana,iseenese,"('pos', 'refl')"
Iseendas,iseenese,"('pos', 'refl')"
Iseendasse,iseenese,"('pos', 'refl')"
Iseendast,iseenese,"('pos', 'refl')"
Iseendastki,iseenese,"('pos', 'refl')"
Iseendi,iseenese,"('pos', 'refl')"
Iseendid,iseenese,"('pos', 'refl')"
Iseenese,iseenese,"('pos', 'refl')"
Iseeneseks,iseenese,"('pos', 'refl')"
Iseenesele,iseenese,"('pos', 'refl')"
Iseeneselegi,iseenese,"('pos', 'refl')"
Iseeneses,iseenese,"('pos', 'refl')"
Iseenesesse,iseenese,"('pos', 'refl')"
Iseenesest,iseenese,"('pos', 'refl')"
Iseenesestki,iseenese,"('pos', 'refl')"
Iseeneste,iseenese,"('pos', 'refl')"
Iseenestest,iseenese,"('pos', 'refl')"
Iseennast,iseenese,"('pos', 'refl')"
Iseennastki,iseenese,"('pos', 'refl')"
Isesugune,isesugune,"('dem',)"
Isesuguse,isesugune,"('dem',)"
Isesugused,isesugune,"('dem',)"
Isesuguseks,isesugune,"('dem',)"
Isesugusel,isesugune,"('dem',)"
Isesugustes,isesugune,"('dem',)"
Isigo-taolistega,Isigo-taoline,"('dem',)"
Itaalia-taolisel,Itaalia-taoline,"('dem',)"
Jackassi-taoline,Jackassi-taoline,"('dem',)"
Jahve-taoline,jahve-taoline,"('dem',)"
Jakobsoni-taolist,Jakobsoni-taoline,"('dem',)"
Jalta-taolist,Jalta-taoline,"('dem',)"
Jeffi-taoliste,Jeffi-taoline,"('dem',)"
Jekaterinburgi-läheda-sest,Jekaterinburgi-läheda-see,"('dem',)"
Johni-taolisi,Johni-taoline,"('dem',)"
Jong-su,Jong-sina,"('pers ps2',)"
Jong-sult,Jong-sina,"('pers ps2',)"
Jook-sul,jook-sina,"('pers ps2',)"
Joona-sesse,Joona-see,"('dem',)"
Joonisfil-mis,Joonisfil-mis,"('inter rel',)"
Jr.iga,Jr.iga,"('det',)"
Juht-meid,juht-mina,"('pers ps1',)"
Juku-taoliste,Juku-taoline,"('dem',)"
Jupiteri-taolised,Jupiteri-taoline,"('dem',)"
Jupiteri-taolist,Jupiteri-taoline,"('dem',)"
Jupiteri-taoliste,Jupiteri-taoline,"('dem',)"
Jussufi-taoline,Jussufi-taoline,"('dem',)"
Järg-mi-seks,Järg-mi-see,"('dem',)"
Järg-mi-sel,Järg-mi-see,"('dem',)"
Järgmi-seks,Järgmi-see,"('dem',)"
Järgmi-sel,Järgmi-see,"('dem',)"
Jäägrikompanii-taolist,jäägrikompanii-taoline,"('dem',)"
Jäät-meid,Jäät-mina,"('pers ps1',)"
Jürgeni-taolisel,Jürgeni-taoline,"('dem',)"
Jürgensoni-taolisele,Jürgensoni-taoline,"('dem',)"
Jürgensoni-taolistele,Jürgensoni-taoline,"('dem',)"
Jürvetsoni-taoliste,Jürvetsoni-taoline,"('dem',)"
K-kes,K-kes,"('inter rel',)"
K2-te,K2-sina,"('pers ps2',)"
KARJU-MUL,karju-mina,"('pers ps1',)"
KEBAB-kellele,kebab-kes,"('inter rel',)"
KEDA,kes,"('inter rel',)"
KEDAGI,keegi,"('indef',)"
KEEGI,keegi,"('indef',)"
KEEL-MINU,keel-mina,"('pers ps1',)"
KEL,kes,"('inter rel',)"
KELLE,kes,"('inter rel',)"
KELLEGA,kes,"('inter rel',)"
KELLEGAGI,keegi,"('indef',)"
KELLEGI,keegi,"('indef',)"
KELLEKS,kes,"('inter rel',)"
KELLEL,kes,"('inter rel',)"
KELLELE,kes,"('inter rel',)"
KELLELEGI,keegi,"('indef',)"
KELLELT,kes,"('inter rel',)"
KELLESSE,kes,"('inter rel',)"
KELLEST,kes,"('inter rel',)"
KELT,kes,"('inter rel',)"
KES,kes,"('inter rel',)"
KESKI,kes,"('inter rel',)"
KT4-SU,KT4-sina,"('pers ps2',)"
KUMB,kumb,"('rel',)"
KUMBA,kumb,"('rel',)"
KUMBKI,kumbki,"('det',)"
KUMMAL,kumb,"('rel',)"
KUMMALGI,kumbki,"('det',)"
KUMMAST,kumb,"('rel',)"
Ka-ris-tu-seks,Ka-ris-tu-see,"('dem',)"
Ka-su,ka-sina,"('pers ps2',)"
Ka-zu-sa,Ka-zu-sina,"('pers ps2',)"
KaSuTaS,KaSutema,"('pers ps3',)"
Kaasiku-taolise,kaasiku-taoline,"('dem',)"
Kabala-taoliste,kabala-taoline,"('dem',)"
Kadõrovi-taoliste,Kadõrovi-taoline,"('dem',)"
Kaheksa-üks,kaheksa-üks,"('dem', 'indef')"
Kaitseliidu-taolisi,kaitseliidu-taoline,"('dem',)"
Kaks-ühe,kaks-üks,"('dem', 'indef')"
Kaks-üks,kaks-üks,"('dem', 'indef')"
Kalejsi-taolise,Kalejsi-taoline,"('dem',)"
Kalevi-taolise,Kalevi-taoline,"('dem',)"
Kallase-taolisele,Kallase-taoline,"('dem',)"
Kambala-taolist,Kambala-taoline,"('dem',)"
Kamee-taolist,kamee-taoline,"('dem',)"
Kanteri-taoline,Kanteri-taoline,"('dem',)"
Kanteri-taolise,Kanteri-taoline,"('dem',)"
Kapit-sa,Kapit-sina,"('pers ps2',)"
Kapsaraua-taolise,kapsaraua-taoline,"('dem',)"
Kapteni-taolised,kapteni-taoline,"('dem',)"
Karelini-taoline,Karelini-taoline,"('dem',)"
Karikatuuri-taoliste,karikatuuri-taoline,"('dem',)"
